Time (ms), Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7, Channel 8, Channel 9, Channel 10, Channel 11, Channel 12, Channel 13, Channel 14, Channel 15, Channel 16, Channel 17, Channel 18, Channel 19, Channel 20, Channel 21, Channel 22, Channel 23, Channel 24, Channel 25, Channel 26, Channel 27, Channel 28, Channel 29, Channel 30, Channel 31, Channel 32, Channel 33, Channel 34, Channel 35, Channel 36, Channel 37, Channel 38, Channel 39, Channel 40, Channel 41, Channel 42, Channel 43, Channel 44, Channel 45, Channel 46, Channel 47, Channel 48, Channel 49, Channel 50, Channel 51, Channel 52, Channel 53, Channel 54, Channel 55, Channel 56, Channel 57, Channel 58, Channel 59, Channel 60, Channel 61, Channel 62, Channel 63, Channel 64, Channel 65, Channel 66, Channel 67, Channel 68, Channel 69, Channel 70, Channel 71, Channel 72, Channel 73, Channel 74, Channel 75, Channel 76, Channel 77, Channel 78, Channel 79, Channel 80, Channel 81, Channel 82, Channel 83, Channel 84, Channel 85, Channel 86, Channel 87, Channel 88, Channel 89, Channel 90, Channel 91, Channel 92, Channel 93, Channel 94, Channel 95, Channel 96, Channel 97, Channel 98, Channel 99, Channel 100, Channel 101, Channel 102, Channel 103, Channel 104, Channel 105, Channel 106, Channel 107, Channel 108, Channel 109, Channel 110, Channel 111, Channel 112, Channel 113, Channel 114, Channel 115, Channel 116, Channel 117, Channel 118, Channel 119, Channel 120, Channel 121, Channel 122, Channel 123, Channel 124, Channel 125, Channel 126, Channel 127
170276, 10887, 10890, 10611, 10878, 11110, 11318, 10822, 10870, 10974, 10659, 10629, 9961, 11285, 12303, 10355, 10541, 10745, 11502, 11386, 11410, 11127, 11294, 11346, 11301, 11203, 11985, 11590, 12773, 11705, 11614, 9849, 11172, 10855, 10542, 10408, 10271, 10642, 10781, 10716, 10570, 10649, 10707, 10824, 12216, 11028, 10673, 11786, 10692, 10866, 11148, 11300, 11018, 10890, 10807, 10835, 10974, 10844, 11549, 11641, 12398, 10393, 11609, 11644, 11383, 11375, 11401, 11084, 11232, 11234, 11536, 11396, 11421, 11051, 11359, 10957, 13285, 13599, 11289, 11111, 10519, 10544, 10794, 10928, 10939, 10716, 10311, 10475, 10451, 10534, 11125, 10430, 10474, 9867, 10244, 10806, 9983, 10128, 10892, 10872, 10877, 11067, 11067, 10783, 11021, 11139, 11299, 10941, 12562, 14139, 13099, 12495, 10738, 11384, 11222, 11513, 11481, 11180, 11160, 11284, 11119, 11280, 11653, 12354, 11457, 9239, 9762, 10511, 10707
171293, 10564, 10566, 11402, 11548, 11676, 12692, 9865, 10660, 10719, 11223, 11168, 10800, 10932, 11486, 10419, 10521, 10632, 11047, 10986, 10998, 10874, 11813, 11659, 11747, 12330, 12081, 11248, 11897, 11890, 11841, 10874, 11596, 11424, 11253, 11180, 11106, 12119, 11349, 10543, 8834, 10393, 10424, 11085, 11867, 11219, 11023, 11055, 10457, 10550, 10707, 10787, 10633, 10566, 11294, 12129, 12190, 11323, 11730, 11780, 11537, 10440, 11107, 11126, 10983, 10978, 10992, 11842, 10931, 10933, 11125, 11234, 10346, 10934, 11103, 11516, 12754, 12927, 11662, 11564, 11240, 11255, 11390, 11465, 11470, 10325, 11783, 12669, 11753, 10986, 11311, 10314, 10336, 10005, 10211, 10517, 10067, 10149, 10567, 11544, 11547, 10692, 10078, 10741, 10744, 10808, 10912, 11337, 12223, 12490, 11922, 11590, 10632, 10984, 10893, 11054, 11036, 10904, 10892, 11605, 12466, 11696, 11899, 11665, 11753, 10541, 10827, 11236, 11344
172304, 11264, 11264, 11621, 12021, 11067, 12396, 10003, 10439, 10471, 10748, 10716, 10515, 10591, 10891, 10305, 10363, 10423, 11328, 11292, 11410, 11460, 11998, 11133, 11179, 11501, 11364, 10910, 11263, 11260, 11232, 10705, 11098, 11005, 10912, 10772, 10755, 12941, 11574, 12155, 10319, 11172, 11189, 11552, 11979, 11624, 11513, 11534, 11206, 11259, 11344, 11466, 13063, 12787, 11317, 11243, 11275, 10801, 11023, 11051, 10918, 10319, 10683, 10694, 10616, 10614, 10620, 11085, 10707, 12176, 12280, 9910, 10415, 10738, 10829, 11054, 11731, 11828, 11133, 11082, 10905, 10912, 10987, 11726, 12366, 11820, 12078, 12417, 11917, 11495, 11675, 11129, 11142, 10961, 11071, 11239, 10994, 11038, 11264, 12399, 11916, 11573, 12075, 10482, 10484, 10519, 10571, 10806, 11292, 11440, 11129, 10946, 10423, 10617, 11244, 11350, 11342, 10683, 9894, 10285, 11575, 11153, 11263, 11135, 11185, 10521, 10680, 10902, 10962
173318, 11698, 12721, 11968, 12888, 11621, 11688, 10382, 11197, 11214, 11366, 11348, 11238, 11284, 11444, 12084, 10339, 9350, 10718, 10697, 10786, 10837, 12384, 11910, 10722, 10900, 10823, 10571, 10767, 10766, 10751, 10463, 10678, 12378, 12324, 12123, 11997, 12471, 11128, 11404, 10401, 10867, 10877, 11075, 11310, 11114, 11054, 11996, 11847, 10974, 10203, 11115, 12756, 11863, 11716, 12253, 12271, 11396, 11513, 11532, 11459, 11131, 11330, 11337, 11293, 11172, 11968, 10610, 11780, 11949, 12007, 10009, 10302, 10481, 10532, 10655, 11024, 11078, 10697, 11660, 11592, 10632, 10677, 10288, 11456, 11902, 12615, 12144, 11276, 11042, 11143, 10844, 10850, 10752, 10812, 10904, 10770, 11725, 12589, 13214, 11385, 12532, 11513, 10642, 10644, 11240, 11264, 11398, 11663, 11745, 12535, 12432, 12149, 13126, 10672, 9961, 10750, 9691, 10636, 11445, 10939, 10709, 10767, 10697, 10726, 10363, 10449, 10571, 10543
174333, 11154, 11713, 11301, 11805, 11112, 11149, 10434, 10881, 10889, 10973, 11986, 10936, 11809, 11894, 12378, 11059, 9901, 10652, 11340, 11386, 11414, 12259, 12002, 11352, 11450, 11408, 11264, 10354, 10354, 10345, 10105, 10550, 11481, 11347, 11239, 11170, 11431, 10695, 10846, 10298, 10550, 10556, 11656, 11785, 11678, 11504, 12127, 11811, 10759, 10336, 10836, 11732, 11246, 11166, 11459, 11470, 10990, 11054, 10074, 10033, 10877, 10986, 11032, 10834, 11698, 11454, 11291, 11931, 12024, 12055, 10962, 11122, 11220, 11247, 11315, 11451, 11483, 11379, 12700, 12329, 10403, 10447, 10236, 10874, 11118, 11506, 11251, 10776, 10649, 10702, 9579, 9582, 10273, 11297, 12167, 11195, 10270, 11641, 11985, 10985, 11612, 11054, 10576, 10577, 10905, 11935, 12015, 12156, 10466, 12676, 11799, 12990, 12644, 11324, 10935, 11368, 10788, 11306, 11747, 11470, 11346, 10354, 10317, 10331, 11093, 12655, 10943, 11881
175348, 10709, 12006, 11779, 11997, 10745, 10767, 9537, 9942, 11310, 11354, 11910, 10738, 11216, 11262, 11528, 10807, 10171, 10582, 10898, 10925, 12606, 12390, 13017, 11099, 11173, 11148, 11070, 10571, 11150, 11145, 11015, 11259, 11768, 11694, 12595, 9757, 10775, 11027, 11111, 10136, 10995, 10364, 11562, 11054, 10996, 10901, 11242, 11067, 10493, 10261, 11436, 11957, 11692, 11615, 10981, 11011, 10151, 10802, 10265, 10243, 10705, 10766, 10790, 10683, 11154, 11022, 11985, 11344, 10576, 11439, 11537, 11514, 11662, 11678, 11677, 11749, 11769, 11712, 12435, 12230, 11177, 11202, 10063, 11373, 11446, 11695, 11513, 10483, 10415, 10445, 9848, 9850, 10226, 10786, 11263, 10732, 10226, 10975, 12097, 10676, 11020, 9920, 10434, 9778, 11318, 11284, 11328, 11404, 10480, 11689, 11209, 11862, 11673, 10951, 10738, 9983, 11564, 12615, 11444, 11928, 11115, 10571, 10551, 11138, 11556, 12408, 11472, 11986
176361, 12804, 13411, 12650, 11170, 10484, 10498, 9825, 10044, 10794, 10819, 11121, 10481, 11489, 11512, 10142, 11245, 10898, 9533, 10101, 10732, 11653, 11532, 11875, 10827, 10868, 10854, 10812, 10539, 10855, 10852, 9986, 11896, 12607, 14167, 13983, 11439, 11380, 11517, 11564, 11030, 11502, 11156, 11811, 11534, 12224, 12964, 12383, 11588, 12166, 10088, 9308, 10550, 11004, 10961, 10615, 10631, 10160, 10516, 10223, 10211, 10463, 10497, 10510, 10581, 12337, 11349, 11909, 11558, 10541, 11013, 11067, 11054, 11133, 11145, 11145, 11181, 11964, 12630, 12281, 12168, 10449, 11036, 10414, 11706, 11747, 11884, 11786, 11222, 11184, 11200, 10874, 10875, 11081, 11386, 12473, 12932, 11812, 12251, 12826, 10447, 10635, 10035, 10316, 9955, 10800, 10781, 10804, 10846, 10342, 11747, 11440, 11959, 11091, 10726, 10632, 10216, 11082, 11656, 11016, 11281, 10836, 10539, 10528, 10849, 11078, 10799, 10167, 11162
177377, 11913, 12823, 12405, 11594, 11222, 11229, 10860, 10979, 9437, 11284, 12171, 11770, 12277, 11522, 10733, 11337, 10571, 9823, 10132, 10479, 10982, 10914, 11104, 12422, 10610, 10603, 11401, 9734, 10586, 10674, 10199, 11860, 12248, 12506, 12405, 11013, 10981, 11055, 11082, 10789, 11047, 10742, 12823, 13439, 11576, 12615, 12299, 11824, 12141, 11003, 10578, 11259, 11507, 11483, 11293, 13136, 12879, 10272, 9343, 9430, 10292, 10966, 10338, 10973, 11934, 11392, 11120, 10931, 10373, 10632, 10662, 10655, 9737, 9744, 13004, 11507, 11938, 12262, 12071, 11412, 10473, 10794, 10452, 11158, 11179, 11257, 11203, 11823, 11748, 10970, 10792, 10792, 10929, 11118, 11714, 11984, 11948, 12189, 12502, 11202, 11306, 10974, 11129, 10003, 9443, 10304, 13447, 12625, 10881, 12247, 11442, 11148, 10675, 10475, 10423, 10195, 10669, 10983, 10633, 11680, 11554, 11416, 10451, 10627, 9375, 10644, 10300, 11458
178391, 11273, 11771, 11542, 10196, 10024, 10959, 11457, 12184, 11433, 13020, 12144, 11924, 12203, 11790, 11357, 11687, 11264, 10859, 11028, 11218, 12365, 12359, 10596, 10618, 9610, 10408, 10846, 9932, 10398, 10446, 10187, 11094, 11308, 11447, 11392, 10632, 10556, 11587, 11405, 11863, 12175, 11352, 11771, 12106, 11088, 11656, 11483, 11224, 11397, 10775, 10542, 10912, 12949, 12935, 12833, 12104, 11814, 11106, 10597, 10645, 11117, 11486, 11143, 11489, 12014, 11718, 11568, 11468, 9207, 9377, 10354, 11746, 11244, 9939, 11721, 10902, 11137, 11315, 11210, 10851, 10335, 10511, 10326, 11611, 12614, 11784, 11851, 11976, 11163, 11352, 10659, 10659, 10735, 10837, 11164, 11312, 11291, 11423, 11593, 10915, 10972, 9890, 10086, 10336, 11241, 11099, 12842, 12394, 11439, 12185, 11745, 11585, 11325, 11216, 12061, 11936, 11172, 12302, 10338, 11005, 11677, 10257, 10326, 10421, 9735, 10430, 10241, 10875
179408, 11519, 11789, 11069, 10332, 10239, 11774, 12045, 11543, 12062, 11937, 11486, 11366, 11541, 11316, 11780, 11918, 11685, 12044, 11518, 11623, 12252, 12247, 11284, 10271, 10682, 11008, 11249, 10699, 10957, 11638, 10797, 10657, 10775, 10871, 10840, 10423, 10383, 10945, 11838, 11126, 10425, 10085, 11130, 11314, 10782, 11092, 10998, 11532, 11587, 11247, 11118, 10725, 11840, 11833, 11776, 11377, 13026, 10918, 11410, 12134, 11648, 11848, 11621, 11194, 11481, 11319, 11814, 11761, 10522, 10615, 12110, 11848, 10645, 8317, 10164, 10510, 10637, 10758, 11357, 11160, 10242, 10935, 10832, 11537, 12086, 11053, 11091, 11159, 12463, 11697, 12061, 11267, 11987, 12042, 10843, 11539, 10933, 11005, 11097, 10726, 10757, 10167, 11296, 12363, 10967, 10070, 10278, 10878, 11124, 11534, 11314, 11863, 11719, 11661, 11507, 12015, 11596, 12215, 11143, 10484, 12684, 11772, 11039, 10968, 10548, 10931, 10190, 10538
180422, 10940, 11088, 9821, 9524, 10293, 11132, 12597, 12323, 11353, 11285, 11040, 10973, 11068, 10945, 11201, 11276, 11148, 12274, 11841, 11969, 13012, 12266, 11063, 9893, 11329, 11508, 11641, 11340, 11480, 11853, 11393, 11316, 12340, 11464, 9578, 10223, 10225, 10532, 11744, 10694, 10309, 10124, 10696, 10797, 10506, 10676, 10624, 10914, 10945, 12652, 12439, 10558, 11170, 12586, 11833, 11575, 11879, 10727, 10998, 11394, 11128, 11236, 11112, 10880, 11036, 11999, 11280, 10432, 9855, 10604, 12768, 11966, 11310, 10037, 11048, 11235, 11306, 11372, 11700, 11592, 12049, 13301, 13015, 11624, 11879, 10615, 11291, 10114, 10828, 11005, 11204, 10769, 11165, 11194, 10539, 10920, 9749, 9786, 9943, 9739, 10575, 10825, 12187, 11519, 10755, 10264, 10378, 10706, 10841, 11066, 10943, 11246, 11168, 11072, 11836, 13702, 11976, 12315, 10369, 10644, 12426, 11925, 11527, 11487, 11257, 11468, 11061, 12210
181435, 12344, 13212, 10168, 9075, 10239, 10697, 11500, 11347, 10819, 10782, 10647, 10611, 10662, 10597, 10734, 10776, 11450, 10510, 10275, 11958, 12528, 11467, 10808, 10168, 10954, 11052, 11125, 10959, 11035, 11240, 10988, 10945, 13207, 13659, 11637, 11057, 10382, 11247, 11911, 11337, 11126, 11027, 11339, 11393, 11234, 11326, 11297, 11456, 10449, 12103, 11921, 11083, 11417, 11493, 11081, 10939, 11106, 10475, 10624, 10842, 10695, 10753, 10686, 11549, 10842, 13089, 11250, 9785, 9470, 10555, 11741, 11301, 10942, 10246, 10798, 10902, 10940, 10975, 11154, 10105, 12149, 12088, 11749, 12522, 11985, 11293, 11663, 11020, 11410, 11507, 11616, 11377, 11594, 11610, 11251, 11460, 11009, 12271, 10849, 9916, 10391, 10529, 11274, 10909, 10490, 10222, 10284, 10463, 10538, 10661, 10596, 9800, 9756, 10842, 11833, 13780, 11964, 11494, 10428, 10577, 11552, 11279, 11061, 11040, 10912, 11029, 10807, 11436
182450, 12239, 12714, 11050, 10450, 11089, 11340, 11777, 11694, 11405, 10361, 10289, 11019, 11033, 10996, 11692, 11137, 10872, 10355, 10228, 11147, 11462, 10881, 10519, 10170, 10600, 12545, 12585, 11631, 11546, 10209, 10746, 11339, 12577, 12227, 11122, 10805, 10434, 10910, 11272, 10958, 10842, 9796, 10991, 10817, 12529, 11086, 11704, 11753, 11203, 12108, 12008, 11550, 11732, 11772, 11549, 11470, 11563, 12089, 12362, 11322, 10419, 10449, 10434, 11502, 11116, 11768, 10762, 9959, 9788, 10382, 11029, 10788, 10595, 9252, 8681, 10430, 11352, 11532, 11451, 10283, 11402, 11369, 11181, 11606, 11313, 10935, 11133, 10784, 10998, 11982, 10993, 10464, 11350, 12059, 11044, 11756, 11508, 12199, 11421, 10911, 11171, 11245, 11654, 11453, 11225, 10148, 9881, 9308, 10962, 12422, 10982, 9969, 9944, 10539, 11081, 12145, 11152, 10896, 10312, 10392, 10927, 11769, 11677, 10803, 9938, 11426, 10650, 10992
183464, 11450, 11710, 10800, 10473, 11845, 10090, 11259, 11214, 11901, 11907, 11685, 12036, 11430, 12180, 11883, 11579, 11435, 11151, 11083, 11585, 12717, 13271, 13073, 10930, 10321, 12104, 12920, 11660, 10268, 10190, 10485, 10808, 11487, 11294, 10691, 10517, 9356, 10602, 10832, 10660, 11213, 11459, 12113, 11306, 11522, 10820, 11156, 11185, 10884, 11378, 11323, 11074, 12104, 13995, 11980, 11936, 11168, 10841, 11590, 12426, 11931, 11203, 11194, 11779, 11564, 11924, 11375, 10934, 9910, 10236, 11399, 10421, 10318, 10178, 9289, 10355, 10819, 10914, 10872, 10232, 10846, 10826, 10723, 10957, 11698, 11523, 10757, 11384, 11502, 12041, 11470, 11134, 11621, 11352, 10796, 11187, 11052, 11427, 11003, 11748, 10898, 10940, 11191, 10263, 10982, 11608, 10101, 11256, 12161, 12282, 11492, 10940, 10926, 11251, 11549, 12129, 11587, 12350, 11007, 10206, 11292, 11117, 11788, 9266, 10043, 10855, 10433, 10620
184477, 10872, 11013, 10515, 11236, 12978, 11226, 10650, 10124, 11245, 11268, 11148, 11339, 11008, 11419, 11256, 11090, 11011, 10856, 10819, 11094, 11743, 14254, 14244, 11508, 11811, 12108, 12555, 11865, 11103, 11061, 11222, 11398, 11770, 11665, 11335, 10216, 11414, 9744, 10465, 9698, 10655, 11510, 11232, 10791, 10911, 10526, 10709, 10726, 10562, 10828, 10801, 10664, 13120, 14156, 13461, 12046, 10248, 10685, 11095, 11552, 11283, 10884, 10880, 11200, 11082, 11279, 10978, 11761, 10816, 11841, 10912, 11075, 11746, 11669, 10568, 11151, 11405, 11456, 11435, 11084, 11420, 11409, 11352, 10457, 10862, 10053, 12122, 11719, 10901, 11193, 10881, 10697, 10965, 10819, 10513, 10726, 10653, 10856, 12519, 12927, 12462, 9858, 10814, 10386, 11419, 11107, 10280, 10912, 11408, 11474, 11042, 10740, 10732, 10912, 11073, 10400, 10103, 11412, 12473, 11108, 11663, 11565, 11935, 10555, 10979, 11424, 11194, 11294
185490, 11435, 13344, 11076, 10643, 12317, 10749, 10433, 10146, 10759, 10770, 10707, 10808, 10629, 10853, 10765, 10674, 10631, 9391, 10360, 11127, 11228, 11809, 12548, 11052, 11218, 11378, 11624, 11247, 10829, 10807, 10893, 10992, 11195, 12158, 13655, 12778, 13091, 11433, 11211, 10792, 11315, 11784, 11629, 11389, 11454, 11244, 11346, 11354, 10241, 11042, 9485, 9675, 11759, 13120, 11971, 11197, 10213, 10451, 10677, 10927, 10781, 10562, 10558, 10734, 10669, 10778, 11462, 12181, 11268, 11830, 10725, 10814, 11178, 11139, 10538, 10856, 10994, 11022, 11011, 10819, 12026, 11753, 10732, 9445, 10828, 10962, 12864, 11898, 11450, 11610, 11439, 11340, 11486, 11405, 11237, 11354, 11315, 12298, 14167, 12343, 12047, 10768, 10523, 10290, 10853, 10683, 10230, 10571, 10848, 10881, 10649, 10482, 10479, 11283, 10518, 10395, 10259, 10974, 12300, 10831, 11133, 11082, 11284, 10530, 10761, 11005, 10880, 10936
186505, 10574, 13531, 11545, 11309, 12225, 11367, 11194, 11036, 11372, 11377, 11344, 11398, 11301, 10431, 10383, 11781, 11637, 10380, 10274, 10695, 10749, 11067, 11471, 10653, 10744, 10828, 10966, 10760, 10532, 12410, 11525, 11449, 11582, 11406, 12225, 11747, 11917, 11010, 10887, 10659, 10944, 11202, 11116, 10986, 11144, 10039, 11024, 12312, 11835, 11528, 10674, 10779, 11921, 12663, 12034, 11613, 11073, 11204, 11327, 11465, 11384, 12868, 12866, 11285, 10405, 11082, 10878, 11271, 10770, 11080, 10475, 10523, 10722, 10700, 10371, 11536, 10652, 9796, 10289, 10427, 11907, 11906, 10628, 9922, 10680, 10752, 11790, 11263, 11020, 11107, 11013, 10959, 11040, 12692, 13479, 9786, 10464, 11637, 12660, 12238, 12077, 11377, 11242, 11115, 11424, 11330, 11084, 10334, 11451, 10446, 10973, 10658, 11529, 12057, 10939, 10295, 10219, 10611, 11336, 10533, 10697, 10669, 10781, 10368, 11394, 11529, 12398, 10763
187538, 11406, 12706, 11349, 11187, 11812, 11227, 11109, 11000, 11230, 11232, 11332, 10489, 11266, 10698, 10664, 11621, 11523, 10664, 10591, 10880, 10916, 11133, 11410, 10850, 10912, 10971, 11936, 9927, 12247, 11833, 11226, 11173, 11265, 11144, 11703, 11378, 11495, 10875, 10791, 10634, 10828, 11997, 11937, 10760, 12589, 11835, 11713, 11873, 11547, 11336, 10753, 10825, 11606, 12112, 11683, 11395, 11026, 11115, 11227, 11283, 12251, 13264, 12361, 11284, 10681, 11143, 11003, 11271, 10930, 11143, 10727, 10762, 10897, 10883, 10772, 9614, 8242, 10044, 10382, 10477, 11488, 11487, 10614, 10132, 10649, 10697, 11408, 11048, 10881, 11759, 12441, 12403, 11003, 12132, 12669, 10146, 10608, 11411, 12109, 11822, 11711, 11232, 11142, 11054, 11264, 11202, 11963, 11655, 11372, 9941, 11069, 10854, 11448, 11811, 11047, 10606, 10553, 10821, 11316, 10770, 10881, 10860, 11811, 11173, 12835, 11228, 11823, 10707
188555, 9887, 10598, 10848, 10786, 11947, 10833, 11514, 11452, 10857, 12151, 12208, 11090, 10914, 10607, 10589, 11112, 11058, 11519, 13348, 13372, 12402, 11702, 11109, 11501, 11535, 10275, 10801, 10338, 12185, 11960, 11626, 11597, 11648, 10561, 9935, 12384, 11601, 10494, 11170, 11085, 11191, 11786, 11716, 11069, 11494, 11082, 11015, 11102, 10924, 12644, 12328, 11573, 12745, 12061, 11107, 10949, 10767, 10818, 10281, 10313, 11457, 12013, 11517, 10932, 11622, 10883, 10807, 9231, 10746, 11707, 10736, 11452, 11530, 12154, 11994, 11361, 9996, 10979, 11166, 11218, 11770, 12563, 13918, 11784, 10371, 11118, 10806, 10612, 10519, 11022, 11394, 11392, 10627, 11245, 11539, 10156, 10410, 10881, 10389, 10232, 11843, 11581, 11532, 11483, 11553, 11521, 12553, 11131, 10975, 10194, 10811, 10693, 11019, 12148, 12441, 13223, 10640, 10787, 11757, 10780, 10840, 10214, 11370, 11597, 12509, 11627, 11955, 11344
189568, 8289, 9550, 11154, 11143, 11779, 10534, 10907, 10873, 10546, 11253, 11286, 10674, 10573, 10410, 10400, 11504, 11260, 11757, 13633, 12051, 10925, 11154, 10832, 11046, 11066, 10377, 10662, 10411, 11422, 11298, 12137, 13051, 12090, 10376, 11513, 13553, 13125, 11227, 11594, 11552, 11609, 11934, 11896, 11539, 11773, 11549, 11512, 11561, 11487, 13030, 10944, 10343, 11580, 11204, 10683, 10598, 10498, 10524, 10230, 10247, 10874, 11179, 10908, 12483, 11897, 9826, 10628, 10402, 10633, 11159, 10630, 11021, 11063, 11404, 11317, 10970, 10222, 10761, 10863, 9900, 11670, 13062, 12502, 11335, 11160, 11566, 11398, 11292, 11240, 11513, 11718, 11718, 11300, 11639, 11798, 12003, 12826, 12152, 11480, 11417, 11085, 10943, 10914, 10889, 10927, 10910, 11473, 10696, 10612, 10184, 10521, 10458, 12533, 12976, 11543, 11375, 9960, 10659, 11188, 10654, 10684, 10343, 10974, 11098, 11599, 11114, 11296, 10901
190581, 10634, 10711, 11589, 11584, 11930, 11248, 11452, 11436, 11256, 11642, 11661, 11324, 11989, 11902, 13290, 11581, 10749, 11039, 12065, 11201, 10584, 10709, 10533, 10650, 10661, 10283, 10440, 10301, 10134, 11902, 12314, 13146, 11966, 10433, 11054, 12169, 11935, 10896, 11097, 11075, 11107, 11284, 11262, 11067, 10205, 11829, 12703, 12051, 11193, 12615, 11472, 11144, 11820, 11616, 11330, 11284, 11229, 11243, 11084, 11091, 12308, 12505, 13002, 13015, 12329, 9981, 10421, 10299, 10424, 10711, 10421, 10636, 10660, 10846, 10799, 10608, 10943, 9362, 10632, 10064, 11139, 11900, 11593, 10957, 10860, 11082, 10992, 10934, 10905, 11054, 11167, 11167, 12713, 12154, 10744, 11065, 13118, 12748, 11767, 11732, 11552, 11472, 11456, 11443, 11465, 11454, 11762, 11339, 11082, 11504, 11044, 11332, 12487, 11704, 10923, 10828, 10056, 10438, 10726, 10436, 10451, 10266, 10611, 10678, 11772, 12406, 10118, 11315
191593, 11594, 10614, 11095, 11093, 11283, 10910, 11021, 11011, 10912, 11125, 11133, 10951, 11314, 11265, 13351, 13540, 12092, 12204, 12085, 11614, 11277, 11346, 11247, 11313, 11319, 11112, 11197, 11122, 11029, 11997, 11923, 11027, 11808, 11161, 10655, 11264, 11136, 10570, 10678, 10665, 10683, 10781, 10767, 10662, 10190, 11079, 13075, 11319, 10856, 12313, 11031, 10852, 11222, 11111, 10954, 10932, 10898, 10907, 10819, 10822, 11489, 11595, 12570, 12874, 12163, 10946, 11187, 11120, 11189, 11346, 11187, 11306, 11318, 11420, 11395, 11290, 11472, 11480, 13732, 11997, 10542, 11116, 10948, 10601, 10547, 10669, 10620, 10591, 10571, 10655, 10716, 10716, 11563, 11255, 11162, 12901, 13113, 11730, 11194, 11174, 11075, 11031, 11022, 11016, 11027, 11022, 11191, 10959, 10818, 11049, 13244, 14351, 12271, 11889, 11462, 11410, 10988, 11197, 11354, 11195, 11204, 11103, 11291, 11328, 11925, 12274, 10084, 12190
192605, 10853, 9619, 10677, 10676, 10781, 10571, 10636, 10631, 10571, 10693, 10697, 10599, 10797, 10768, 12901, 14609, 12804, 12224, 11367, 11110, 10925, 10962, 10910, 10943, 10947, 10834, 10881, 10840, 11811, 11986, 11975, 12060, 11752, 10656, 11315, 11648, 11579, 11264, 11328, 11320, 11330, 11384, 11377, 11319, 11061, 10524, 10981, 12575, 12083, 12111, 10643, 10543, 10747, 10685, 10600, 10591, 10571, 10571, 10525, 10527, 11884, 11596, 11257, 11728, 11360, 10647, 10876, 10839, 10877, 10962, 10876, 10940, 10947, 11003, 10990, 10932, 11031, 11035, 12300, 11835, 12073, 11564, 11474, 11287, 11257, 11323, 11294, 11284, 11264, 11315, 11348, 11348, 12772, 12603, 12127, 11957, 12457, 10230, 10731, 10721, 10665, 10643, 10637, 10633, 10639, 10637, 10729, 10601, 10524, 10651, 12755, 13373, 12459, 11259, 11025, 10998, 10767, 10881, 10967, 10881, 10884, 10829, 10933, 10953, 12302, 13423, 10911, 11264
193620, 11424, 10747, 11327, 11326, 11384, 11264, 11306, 10280, 11036, 12892, 12895, 11066, 9857, 10498, 11665, 12599, 11613, 11292, 10825, 10685, 10584, 10602, 10571, 11587, 11588, 9799, 10570, 12043, 11873, 11314, 11307, 11352, 11184, 10584, 10944, 11128, 11090, 10912, 10953, 10948, 11755, 13560, 12833, 11081, 10940, 10608, 11492, 12366, 12098, 12110, 11309, 11254, 11366, 11332, 12246, 12244, 10271, 9505, 10301, 10902, 12442, 11586, 10765, 11023, 10822, 10431, 10556, 10538, 10556, 10602, 10556, 10593, 11341, 11427, 12322, 12313, 10895, 10176, 11483, 11230, 11359, 11082, 11031, 10932, 10912, 11973, 11959, 12885, 12866, 12676, 10807, 11653, 13766, 13673, 12121, 12028, 12301, 11084, 11357, 11351, 11320, 11309, 10283, 10281, 11078, 11989, 11110, 9791, 9769, 10434, 11584, 11924, 11421, 10766, 10638, 10624, 10498, 10559, 11597, 11550, 12454, 12296, 10601, 11382, 11468, 12078, 10725, 10912
194635, 11005, 12586, 12684, 12629, 11794, 11050, 11073, 10532, 11525, 12539, 12540, 11537, 10879, 11229, 11867, 12378, 11870, 10670, 9571, 9598, 11057, 11665, 10967, 10945, 10945, 9968, 10390, 11194, 11102, 10797, 10792, 10819, 10725, 12043, 13178, 12318, 10782, 10705, 11343, 10744, 11186, 12172, 11776, 10818, 10740, 10558, 11042, 11522, 11497, 12432, 11002, 12587, 11085, 12978, 12864, 12862, 11106, 10687, 11122, 11451, 12295, 11823, 11376, 11513, 11408, 11043, 12865, 11800, 10344, 10369, 9785, 9805, 10810, 10856, 11346, 11343, 10569, 10173, 10889, 10750, 11813, 10788, 10702, 11393, 11404, 12555, 12550, 11805, 11792, 11689, 10666, 11130, 12286, 12237, 11386, 11336, 11484, 10673, 13545, 13495, 11759, 10459, 9898, 11110, 11546, 12045, 11564, 10843, 10831, 11194, 11821, 12011, 12695, 11314, 9468, 10331, 10215, 12295, 12162, 11562, 11418, 11334, 10407, 10832, 10881, 11214, 10475, 10571
